archivo,metodo,n_sensores,frecuencia,variables,rmse_T,rmse_p,rmse_tau,rmse_u,rmse_v,rmse_vel,rmse_total,tiempo
nudging_25_obs_10_freq_70_var_p.pkl,nudging,10,70,p,0.09718810209194868,0.041837238880084254,0.12298545541321439,0.1335078330716607,0.07037068259282139,0.23617753000800035,0.12454708159831192,0.0010254383087158203
enkf_25_obs_20_freq_150_var_t.pkl,enkf,20,150,t,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.023784399032592773
enkf_25_obs_10_freq_70_var_p.pkl,enkf,10,70,p,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.010294675827026367
nudging_25_obs_20_freq_70_var_t.pkl,nudging,20,70,t,0.10882346588854146,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12747350561747933,0.0012350082397460938
nudging_25_obs_10_freq_70_var_st.pkl,nudging,10,70,st,0.0999730439407764,0.04160905355853481,0.12299693887052641,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12526090035507872,0.0013113021850585938
kf_25_obs_10_freq_150_var_pt.pkl,kf,10,150,pt,0.11388144176522039,0.04499012136013772,0.12293049700542866,0.12992374913860585,0.5032187265236091,0.27808093962965386,0.13997074994011016,0.01055908203125
enkf_25_obs_5_freq_150_var_p.pkl,enkf,5,150,p,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.012621402740478516
4dvar_25_obs_5_freq_70_var_pst.pkl,4dvar,5,70,pst,0.10291451212988308,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12599626717781473,29.787006378173828
4dvar_25_obs_5_freq_150_var_st.pkl,4dvar,5,150,st,0.09917217566003465,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12506068306035262,28.689643383026123
4dvar_25_obs_20_freq_300_var_p.pkl,4dvar,20,300,p,0.11376765056657975,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1287095517869889,27.911827564239502
4dvar_25_obs_5_freq_300_var_p.pkl,4dvar,5,300,p,0.10198214088572723,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12576317436677575,28.47282576560974
kf_25_obs_20_freq_300_var_s.pkl,kf,20,300,s,0.09731488045619946,0.04160905355853481,0.12299702847324427,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12459638188461394,0.06425309181213379
4dvar_25_obs_5_freq_70_var_s.pkl,4dvar,5,70,s,0.10291451212988308,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12599626717781473,26.8003933429718
nudging_25_obs_5_freq_150_var_p.pkl,nudging,5,150,p,0.09725406306133035,0.04177751467374725,0.1229899296656421,0.13349198240526666,0.10815516257702065,0.23621512148060236,0.12455915722033052,0.001964569091796875
kf_25_obs_10_freq_150_var_p.pkl,kf,10,150,p,0.09889742802441988,0.04499012136013772,0.12293049700542866,0.12992374913860585,0.5032187265236091,0.27808093962965386,0.13622474650491004,0.0058748722076416016
4dvar_25_obs_10_freq_70_var_p.pkl,4dvar,10,70,p,0.11110074188784247,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12804282461730457,28.435492515563965
kf_25_obs_20_freq_150_var_pt.pkl,kf,20,150,pt,0.12795459015810992,0.047377040393188234,0.12331668637009757,0.12987730022746788,0.50484637775374,0.2911001026191952,0.14743710488514772,0.08855557441711426
4dvar_25_obs_10_freq_150_var_s.pkl,4dvar,10,150,s,0.10057672381423496,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1254118200989027,27.38742446899414
kf_25_obs_10_freq_150_var_pst.pkl,kf,10,150,pst,0.11388144176522039,0.04499012136013772,0.12293045496614678,0.12992374913860585,0.5032187265236091,0.27808093962965386,0.1399707394302897,0.013090133666992188
4dvar_25_obs_20_freq_70_var_t.pkl,4dvar,20,70,t,0.1083926538551751,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.1273658026091377,28.463534355163574
nudging_25_obs_10_freq_70_var_pt.pkl,nudging,10,70,pt,0.09982065605129407,0.041837238880084254,0.12298545541321439,0.1335078330716607,0.07037068259282139,0.23617753000800035,0.12520522008814827,0.0016865730285644531
enkf_25_obs_20_freq_300_var_t.pkl,enkf,20,300,t,0.09731488045619946,0.041609053558534746,0.1229969379723638,0.13382425793771804,0.07025582648623095,0.23646456505047725,0.12459635925939382,0.044039011001586914
4dvar_25_obs_20_freq_150_var_pst.pkl,4dvar,20,150,pst,0.10797844629518019,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.127262250719139,28.71626043319702
kf_25_obs_10_freq_150_var_st.pkl,kf,10,150,st,0.11083069627317912,0.04160905355853481,0.12299689570544854,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12797530264690993,0.03218245506286621
kf_25_obs_10_freq_70_var_pst.pkl,kf,10,70,pst,0.11483867163830658,0.04354616842209878,0.12292809532455355,0.13137171012467955,0.40803883863057216,0.22886305614403077,0.12754399788224743,0.007155418395996094
4dvar_25_obs_5_freq_150_var_pt.pkl,4dvar,5,150,pt,0.09917217566003465,0.04160905355853481,0.12299693797236376,0.133824257937718,0.07025582648623095,0.23646456505047725,0.12506068306035262,27.1459059715271
